rw        r         Tu        Hl        Tl        Hu        L         Kw        y         
0.199988  207.121   89930.8   730.271   86.5593   911.994   1120.62   9549.41   191.948   
0.191515  429.993   85962.8   801.649   82.3903   944.869   1120.84   12895.5   186.187   
0.189476  931.719   91136     709.679   92.6145   863.614   1120.67   11845.5   180.37    
0.190449  13.0901   90002.3   747.03    82.7154   929.481   1121.02   9677.69   178.051   
0.184194  238.138   92802.1   753.615   101.476   953.359   1120.41   11937     223.965   
0.194782  542.939   86670     711.337   96.2775   826.14    1120.74   9858.12   118.729   
0.198839  75.4957   94426     761.787   86.0273   910.316   1120.71   10517.7   170.946   
0.197186  855.738   97664.4   768.087   84.0661   887.441   1120.22   10595.3   135.413   
0.197682  212.31    92704.8   761.319   95.2169   878.763   1120.05   9838.75   125.078   
0.194446  640.859   89364.3   781.656   87.6868   903.517   1120.51   12214.2   154.835   
0.18597   12.0882   92878.2   776.979   81.5969   973.848   1121.06   10810.8   204.528   
0.198329  27946.5   74542.4   739.646   100.418   936.223   1120.39   12277.7   259.581   
0.196482  7448.35   96448.4   751.09    94.9486   879.157   1120.44   10615.8   144.229   
0.19485   134.956   99318.6   744.202   92.3992   893.379   1120.11   10700.1   167.817   
0.190967  285.16    90743.4   701.407   75.017    854.655   1120.11   10239.5   157.934   
0.188534  86.1818   84917.2   747.48    102.276   882.822   1120.55   12083.9   161.131   
0.190274  2.88062   89241     717.535   102.698   881.063   1120.31   10160.3   167.953   
0.187603  65815     86253.5   805.002   65.4948   983.825   1120.11   12060.2   205.297   
0.184677  290.024   94106.5   775.859   89.4018   904.068   1120.63   12227.4   147.625   
0.199714  302.972   96785.8   734.068   93.3973   903.054   1120.6    12043.2   223.801   
0.189187  2362.45   82949.5   818.781   66.9445   938.024   1120.21   9708.66   113.718   
0.197101  316.545   69767.4   791.861   69.8224   903.092   1120.66   11328.4   134.437   
0.182932  81.086    91312.3   739.253   97.3307   867.806   1120.01   10710.9   127.962   
0.194331  7.54295   89551.5   816.686   94.8989   941.362   1120.49   12973.8   169.835   
0.198921  42.4246   85004.2   785.101   100.039   963.146   1120.47   9993.91   195.561   
0.194442  438214    100310    776.8     89.1253   902.93    1120.38   11935.2   154.482   
0.181874  286.907   91348.8   737.547   86.546    863.159   1120.48   12588.1   144.364   
0.184388  50.017    91673.3   736.403   90.0716   898.182   1120.3    11929.4   181.952   
0.187948  23.6758   90731.6   811.782   94.4292   927.175   1120.59   10069.3   114.139   
0.179522  86.8411   85579.9   806.507   88.9702   1002.42   1120.38   10778.1   188.782   
0.188103  7218.96   75172.5   712.305   95.228    902.923   1120.1    12190.5   225.779   
0.180208  78.2575   83846.2   725.663   76.9051   850.399   1120.92   11120.2   124.662   
0.196451  153.979   85533.8   718.353   104.889   824.521   1120.73   12533     142       
0.186167  2117.56   69449.4   777.44    80.0272   967.393   1120      10957.4   198.414   
0.186512  464.99    86007.6   719.487   87.5887   857.932   1120.39   11827.5   157.143   
0.189363  87.135    98120.4   801.129   87.2517   948.389   1121.11   10795.9   157.831   
0.179301  12.7107   74768.8   715.187   86.4482   909.557   1120.19   10917.3   189.857   
0.180949  4241.31   83421.6   741.89    86.3213   901.914   1120.01   10765.6   155.369   
0.190175  307.674   95571.3   738.305   98.297    843.068   1120.71   9756.78   102.415   
0.197248  91.5794   112920    807.629   119.226   990.629   1120.46   12485.8   246.5     
0.19728   233.926   84728.2   714.289   88.0315   845.112   1120.44   10375.4   146.002   
0.190724  174.875   88525.9   717.641   95.6008   829.564   1120.25   9886.48   111.599   
0.197194  245.391   93821     703.153   85.1879   817.793   1120.09   11429.1   140.567   
0.198567  64.7041   90900.2   755.925   84.089    896.975   1120.68   12608.8   193.618   
0.197581  882.783   80408.7   713.066   75.5498   909.167   1120.51   9616.19   202.62    
0.19896   1829.63   93801.7   782.594   86.5158   909.922   1120.85   10855.5   150.314   
0.195108  6.1254    86057     710.877   94.3367   849.277   1120.21   10292     151.101   
0.194819  94.0399   88644.7   813.262   91.276    941.424   1120.21   9890.18   133.405   
0.199627  5527.24   78100.4   769.667   87.3318   875.266   1120.42   9882.38   114.253   
0.192525  238.428   82265.7   700.448   78.3398   817.35    1120.26   12498.8   149.073   
0.187052  126.051   84709.1   819.155   80.0964   980.299   1120.48   11827.7   184.207   
0.194327  3.48083   89379.2   800.168   84.8998   982.113   1120.16   11367.2   217.625   
0.193012  14.3552   78224.1   784.674   73.3467   982.468   1120.77   10507.5   214.822   
0.199123  534.107   88960.7   710.436   102.527   831.735   1120.15   12547.5   166.402   
0.196344  408.04    85912     811.168   87.5891   993.168   1120.17   12389.3   239.338   
0.194268  222.075   88567.6   710.882   101.038   887.896   1120.53   10218.6   189.122   
0.194794  105.866   83350.5   805.228   90.3488   921.751   1120.8    10651     130.362   
0.199328  355.872   94110     798.542   90.6939   921.271   1120.74   10014.6   134.909   
0.195833  351.882   90921.6   710.903   94.3249   886.747   1121.29   12455.6   231.419   
0.196234  160.689   89506.2   813.757   98.223    969.456   1120.2    12365.4   204.942   
0.196667  404.098   86600.9   718.88    79.8822   862.734   1120.14   11602.2   177.65    
0.198654  2313.77   80835.3   787.015   86.3815   948.622   1120.78   12081.3   211.1     
0.193422  21.1038   78487.1   783.344   81.8497   919.872   1120.1    11607.3   164.457   
0.199818  47.218    89361.6   770.136   83.4039   899.137   1120.6    11447.5   163.118   
0.193198  673.022   89100.7   705.876   84.0749   892.094   1120.12   11135.5   213.241   
0.186669  16.8292   82809.7   807.925   83.3038   952.018   1120.52   9928.61   138.609   
0.194457  310.594   93029.5   742.844   83.6401   887.073   1120.46   10157.1   153.004   
0.193023  43.9715   86906.4   737.236   79.5878   893.312   1120.61   11225     180.69    
0.189777  3419.01   82093.6   813.3     74.2259   948.177   1120.62   11966.9   158.928   
0.181184  38.8973   89163.1   778.424   76.2732   925.427   1120.52   12081     161.442   
0.186027  462.152   91439.8   744.244   95.8682   872.761   1120.12   10734.9   132.117   
0.190604  16.9139   91056.1   760.263   77.2639   943.678   1120.41   9611.38   177.969   
0.199833  508.638   95816.5   807.749   96.3215   951.043   1120.12   11206.6   176.973   
0.198335  533.712   87727.2   807.266   74.0759   959.755   1120.68   10615     175.017   
0.19207   42.296    101346    755.826   103.059   917.471   1120.96   12622.3   208.678   
0.189216  381.473   88189.7   819.752   78.0636   979.946   1120.21   12679.9   199.999   
0.19374   141.279   83293.5   703.992   82.1993   865.095   1120.29   11476.2   191.651   
0.191357  13401.1   89331.5   798.625   96.0036   950.457   1120.15   10057.2   153.877   
0.19713   151.73    84172.9   768.276   84.4859   948.181   1120.25   10632.5   205.476   
0.199837  706.59    105009    755.603   101.644   857.132   1120.11   9910.67   111.123   
0.194475  31.0771   87964.1   725.683   89.1393   910.89    1120.45   10297.7   200.264   
0.183335  55.4617   84366.4   734.321   102.885   865.295   1120.29   10600     129.711   
0.178326  3.79599   92671.9   757.893   85.3991   941.01    1120.08   10080.8   163.808   
0.195431  169.816   101177    777.598   101.995   886.393   1120.22   10385.5   119.618   
0.187611  2751.49   82682.6   778.493   83.359    899.94    1120.03   11188.2   131.486   
0.199015  493.535   94369.7   740.82    104.735   853.545   1120.01   12606.7   155.292   
0.187201  120.014   89149     793.758   79.6653   904.726   1120.65   11287.7   121.317   
0.190687  273.085   98684.3   706.489   94.706    844.213   1120.53   11996.7   165.957   
0.196589  74.5781   92616.7   747.813   93.6121   851.233   1120.4    10006     110.923   
0.194615  196.819   71312.9   785.729   80.6736   936.353   1120.61   12684.2   199.198   
0.195687  69.8066   92901.5   725.833   74.0159   890.532   1120.01   12243     213.042   
0.197909  93.3617   91723.2   710       109.188   837.979   1120.02   10216.5   142.214   
0.187586  712.265   106653    802.247   87.5085   982.966   1120.11   12541.4   219.61    
0.195548  13.2975   88764.2   784.65    94.2193   950.415   1120.23   12770     224.807   
0.185604  553.248   79000     726.724   81.4177   827.31    1120.37   11046.1   105.564   
0.199852  326.207   81917.7   757.835   82.5575   907.564   1120.18   10922.6   180.05    
0.189499  3058      105612    775.757   92.827    912.486   1120.14   11054.7   149.463   
0.198977  165.724   91401.8   815.784   91.4811   949.285   1120.08   9771.48   143.044   
0.197884  135.845   76374     756.217   92.3934   937.653   1120.15   11431.9   224.614   
0.196627  205.879   87869.4   804.851   83.2737   961.403   1120.01   12510.6   208.632   
0.195833  170.27    101740    731.789   82.8599   851.061   1120.55   9562.09   121.008   
0.198479  40.0373   83127.3   745.309   100.088   863.147   1120.22   10816.1   139.404   
0.196486  1202.92   87104.4   733.658   79.7401   865.418   1120.18   12727     177.311   
0.195047  303.333   87699.9   818.688   77.5077   932.777   1120.27   9697.83   116.222   
0.18123   2.42829   88794.7   770.708   80.9198   911.808   1120.48   11027.9   142.555   
0.177519  23.7622   86722.2   750.881   87.7671   858.069   1120.1    10935.7   102.721   
0.189721  2510.04   91503.9   703.455   102.04    833.523   1120.48   12898     166.102   
0.178274  1186.01   89936.3   807.168   79.0145   915.068   1120.01   11316.2   106.935   
0.180955  118.436   83940.1   803.355   82.1443   916.198   1120.12   12883.2   131.558   
0.196389  34.0318   88782     791.673   96.2271   892.971   1120.72   11788.7   127.719   
0.195796  19.1281   101812    702.927   85.4411   862.16    1120.3    12193.5   206.419   
0.190328  46.908    85403.6   743.998   86.1192   895.948   1120.33   11342.5   173.04    
0.196585  434.68    80540.5   802.765   96.6524   975.248   1120.46   12731.4   233.85    
0.19112   33.0409   100741    727.829   103.474   874.073   1120.4    10505.3   156.023   
0.185349  5704.62   78893.3   814.259   78.3603   923.594   1120.26   11614.5   119.53    
0.186587  101.92    86016.8   743.529   87.1153   900.896   1120.12   12710.4   192.554   
0.193607  569.255   88607.3   804.689   96.4998   927.085   1120.36   9818.68   124.621   
0.196637  65.3481   92876.7   797.445   96.3098   980.823   1120.26   11270.3   221.502   
0.196098  166.613   73824.4   779.297   82.9674   968.962   1120.09   11819.3   237.853   
0.190214  17.3235   102192    783.371   110.696   884.42    1120.26   11970.9   121.776   
0.187752  462.23    108181    793.737   101.68    937.255   1120.32   11484.2   160.692   
0.194365  44.5696   96942.1   765.376   85.9135   870.326   1120.46   11944.3   131.109   
0.197894  50.3961   76150.5   784.784   88.3219   948.068   1120.1    10276.1   182.246   
0.199077  15081.4   89858.3   771.265   87.8016   877.985   1120.28   11614.1   134.219   
0.187304  7311.75   96747.3   711.672   101.681   869.939   1120.16   12362.6   188.711   
0.191942  9.3094    83776     739.489   96.8196   900.875   1120.34   12439.5   205.711   
0.197069  6.50204   101300    723.744   91.872    871.687   1120.21   10057.9   160.995   
0.190117  118.621   95967.2   813.549   95.9977   966.037   1120.1    11993.6   183.026   
0.196363  3234.96   100691    742.974   91.0057   878.111   1120.53   10928     156.505   
0.191805  1557.47   93583.1   728.319   87.8728   916.786   1120.12   9699      185.58    
0.190701  316.848   84911.3   799.844   72.7983   923.156   1121.09   12833.3   157.921   
0.198457  199.484   84940.1   780.527   94.3952   967.984   1120.29   12339.5   251.478   
0.193517  645.719   88827.1   716.22    82.8218   888.458   1120.69   9839.22   175.085   
0.186873  215.984   116456    719.12    97.3787   834.394   1121.02   11220.4   124.998   
0.191691  2.60793   99083.6   749.985   73.2188   871.07    1120.17   12792.2   158.441   
0.198276  1533.41   90192     766.318   89.1035   914.488   1120.57   10447     167.521   
0.195008  775.533   87079.2   815.22    96.8993   975.941   1120.63   11560.4   194.806   
0.199659  63.7709   77225.7   702.268   89.4603   830.505   1120.1    12252.2   173.233   
0.19603   143.916   83616.4   720.469   88.9691   859.146   1120.16   11312.1   166.668   
0.187317  209.627   102744    751.589   92.6352   866.034   1120.49   11950.1   132.661   
0.185615  66.932    91306.8   780.963   100.991   976.972   1120.9    10850.4   203.388   
0.198865  142.549   89219.5   778.289   73.8392   962.559   1120.38   11532.4   231.459   
0.188782  28.2422   102302    814.209   82.0494   914.384   1120.28   10094.7   100.083   
0.185501  1383.42   97475.1   732.543   88.2578   851.309   1120.62   10621.4   119.717   
0.194036  93.8723   85733     787.249   83.3411   896.166   1120.5    12606.6   142.699   
0.183765  525.202   86588.4   798.366   86.1564   994.761   1120.53   10280.9   188.47    
0.195264  1432.92   88047.6   708.62    69.1641   861.577   1120.11   9635.39   154.346   
0.197239  202.65    81865.3   756.059   87.9804   862.276   1121.42   11192.6   127.611   
0.192684  474.477   83264     704.938   79.5481   831.88    1120.17   9846.34   128.094   
0.194443  31.9551   81031.6   713.224   95.9268   828.352   1120.13   9644.32   116.728   
0.189731  108.779   89382     767.879   87.2326   886.648   1120      12467.2   147.361   
0.195404  9308.83   91241.2   795.862   99.6531   917.938   1120.9    11930     152.5     
0.194587  5526.4    99164.6   739.019   89.1216   934.45    1120.33   11543.4   234.265   
0.195259  36.9442   78882.6   783.728   86.3092   887.63    1120.25   12307.5   135.007   
0.19747   942.506   86935     816.871   87.4301   975.32    1120.13   9870.94   168.25    
0.193967  452.251   85426.7   806.054   96.3135   921.978   1120.5    11055.7   133.199   
0.199321  1931.58   74322     789.024   83.5931   984.314   1120.01   11021.9   234.82    
0.194689  259.558   78163.8   722.694   77.9708   840.754   1120.47   10131.6   125.139   
0.194885  147.42    84789.5   769.753   89.4845   911.622   1120.2    10032.5   149.714   
0.176904  132.504   91332     709.289   85.3569   851.831   1120.61   9765.28   120.844   
0.190772  185.008   94273.9   706.073   91.8778   821.658   1120.5    10464.3   121.868   
0.198805  280.848   85542.4   719.895   95.974    820.313   1120.09   12751     139.564   
0.193001  1645.26   83250.9   736.975   88.3168   853.236   1120.5    11189     133.312   
0.1993    121.144   86137.5   804.738   91.3364   980.494   1120.38   10788.4   208.387   
0.195663  352.707   87952     781.879   81.5923   901.602   1120.92   10501     132.708   
0.195457  431.252   73028.5   748.042   81.9435   903.334   1121.1    10026.2   164.046   
0.199783  6.13729   98500.4   755.472   90.2543   876.677   1121.05   11750.7   158.048   
0.195805  7317.09   78514.8   761.792   88.6515   899       1120.12   11568.3   166.754   
0.199387  66.0754   74333.1   757.741   70.4318   946.302   1120.17   9825.07   203.633   
0.197434  93.536    80005.8   774.503   80.5409   893.123   1120.59   12775.4   162.836   
0.196731  177.311   103110    786.257   92.348    940.369   1120.29   10497     173.26    
0.179466  301.064   99545.5   745.857   87.0529   944.677   1120.36   12632.2   223.366   
0.190139  164.282   87226.9   789.917   77.2357   920.258   1120.57   11707.7   152.153   
0.184228  1.43393   78257     761.503   84.0019   953.463   1120.24   9963.69   181.377   
0.199704  716.88    93370.9   722.174   89.9779   836.617   1120.16   9689.35   122.111   
0.196101  41.4034   81268.6   717.38    96.9151   838.28    1120.33   11945.3   153.99    
0.18137   1144.15   101261    776.001   100.83    945.66    1120.28   10353     159.921   
0.185247  57.1236   102277    719.511   90.4707   907.909   1120.22   10551     189.359   
0.192008  5470.89   109430    787.987   118.131   947.109   1120.44   10089.6   163.601   
0.192849  37.1134   81208.8   806.835   94.9869   986.392   1120.33   10137.8   188.084   
0.195313  29.739    87464.6   703.168   86.5436   806.766   1120.12   10049.3   110.289   
0.196718  40.083    95372.9   703.939   95.5839   807.46    1120.15   10011     111.406   
0.18972   29.4721   91375.8   731.574   83.23     838.357   1120.8    12713.6   135.293   
0.191899  25.5064   86239.9   771.072   83.0848   951.493   1120.51   10422.4   192.208   
0.195038  4.73193   84820.8   762.633   73.9805   922.114   1120.63   10283.3   173.585   
0.189547  694.986   93262.8   727.603   86.4102   857.749   1120.1    12160.5   156.578   
0.188409  52.2635   89956.3   711.202   90.9277   858.015   1120.15   9864.95   142.808   
0.191436  78.2485   84327.5   815.067   99.3649   1009.19   1120.62   10900.4   215.082   
0.189978  22.4781   91547.4   737.488   100.157   914.728   1120.47   11287.2   200.703   
0.191912  139.07    97559.8   735.402   86.056    910.731   1120      12611     224.851   
0.191577  67.3512   91328.8   782.081   90.8247   957.055   1120.27   12364.5   219.796   
0.196939  4.47972   75996.5   801.632   75.6423   923.384   1120.56   9760.24   128.319   
0.199633  2225.37   88433.4   815.23    83.1598   932.348   1120.8    10919.2   139.812   
0.19644   59.8684   82553.6   788.692   91.5346   988.164   1120.35   11785.1   251.182   
0.188935  485.17    82281.3   799.341   75.0603   964.005   1120.04   11567.2   187.098   
0.190378  821.159   92416.9   795.038   109.788   912.376   1120.7    9763.7    115.013   
0.191556  326.842   95039.3   782.036   89.214    900.366   1120.34   11237.3   134.749   
0.192892  4.6577    90116.6   794.33    80.5385   903.1     1120.21   9590.17   108.165   
0.195371  32.3867   76709.2   713.671   84.0143   817.065   1120.25   9908.86   108.551   
0.189489  31.0079   101556    708.448   82.6949   880.153   1120.14   10626.8   181.839   
0.187921  3114.87   102540    750.174   81.2816   915.867   1120.05   10942.8   175.962   
0.199565  523.662   93632.7   775.313   90.8143   939.893   1120.05   12718     229.317   
0.171894  521.123   93785.5   786.402   97.3641   964.297   1120.18   10529.3   153.464   
0.19095   1774.33   88685.4   794.466   107.069   953.91    1120.05   11741.5   188.387   
0.182999  78.6004   92536.6   744.892   87.7725   924.499   1120.4    12918.9   215.01    
0.19924   2375.85   96207     746.469   94.452    885.85    1120.54   12648.7   191.935   
0.191946  12363.7   94928.2   730.32    89.7303   891.37    1120.18   12417.7   201.559   
0.199301  130.715   93734.8   736.983   85.9783   845.806   1121.2    9586.32   114.637   
0.190765  65.5682   89946.4   728.157   88.0674   844.048   1120.26   12867.5   150.103   
0.194013  4.36954   94181.4   812.831   89.3507   993.97    1120.02   12327.4   234.069   
0.199994  1436.73   86261.1   784.236   87.6552   963.605   1120.43   11471.1   226.063   
0.199563  181.569   98622.5   743.901   91.4087   847.491   1120.11   12649.3   143.949   
0.192045  82.0043   111026    723.946   91.358    915.359   1120.85   12405.4   242.185   
0.197045  112.513   105534    752.094   84.9738   945.065   1121.06   12544.5   259.18    
0.188842  108.803   105892    737.839   92.5275   912.981   1120.7    11537.6   199.489   
0.187393  144.405   92192.6   813.397   79.4684   934.51    1121.1    12247.1   143.655   
0.191894  550.702   86042.6   762.477   90.3659   894.112   1120.22   12374.3   165.249   
0.192937  246.026   87951.8   711.227   71.1796   861.373   1120.53   9875.39   152.237   
0.195819  333.095   84121.6   752.518   91.9836   888.892   1120.29   10398.8   150.326   
0.189074  10.0412   79264.1   708.395   71.8001   860.327   1120.06   11506.7   173.532   
0.190038  88.815    100928    720.418   83.8602   823.397   1120.58   12728.7   130.747   
0.190496  27.9634   99851.1   726.714   85.7973   879.718   1120.07   10673.7   164.569   
0.164467  138.456   84063.7   712.368   102.705   842.285   1120.04   12444.2   121.462   
0.188753  476.448   88757.4   736.4     86.4034   879.286   1120.48   10814.8   151.993   
0.192203  256.905   100254    734.812   110.712   924.895   1120.4    12280.1   238.649   
0.190512  88.2021   93454.2   750.1     81.1259   921.103   1120.44   9762.65   167.884   
0.191904  801.432   90530.7   787.882   89.9675   964.538   1120.92   9851.82   176.976   
0.191913  6261.86   92244.4   793.499   90.4647   948.983   1120.88   9707.61   153.006   
0.195476  855.907   80249.1   799.597   72.5234   957.924   1120.25   12817.7   212.1     
0.186614  11.332    97680.7   796.391   93.3889   921.718   1120.03   12225.3   148.421   
0.195756  13603.3   73647     720.018   84.5702   881.779   1120.86   9903.63   168.306   
0.197411  240.972   77128.2   735.455   99.4374   861.438   1120.89   12521     169.656   
0.194603  1524.44   94147.3   709.418   83.2951   851.375   1120.23   10817.6   159.94    
0.196183  13.4257   103172    763.002   90.2713   905.07    1120.66   11955.9   181.517   
0.190073  149.729   99725.9   786.852   100.166   970.347   1120.18   10395.5   191.136   
0.191892  306.211   74221.8   762.666   86.4972   921.311   1120.44   11522.9   185.738   
0.194745  773.588   86055.8   799.59    96.2369   979.008   1120.18   12095.4   226.822   
0.194881  200.97    82431     797.527   85.3109   932.051   1120.11   9748.75   137.839   
0.190864  75.4      87583.8   805.156   92.2242   911.061   1120.05   11446.3   122.384   
0.197369  2245.17   92054.5   718.103   94.1644   916.406   1120.35   12136.6   257.498   
0.18977   436.363   96228.8   751.257   75.6878   904.927   1121.38   12651.8   192.158   
0.19976   62.4172   85321.5   712.523   86.3096   862.488   1120.27   12571.7   207.873   
0.184999  6466.13   87764.7   814.251   74.9228   926.98    1120      12308.6   129.792   
0.197365  974.469   94600.4   801.977   100.025   971.548   1120.3    10887.2   198.465   
0.196276  56.0998   82022.1   795.566   86.4762   954.987   1120.01   10865.1   184.91    
0.197978  1221.01   93955.5   816.82    82.2815   989.213   1120.53   11576.5   214.695   
0.194755  96.1061   97639.9   742.044   94.8949   935.605   1120.78   10375.1   211.084   
0.197383  566.636   96829.3   751.401   93.3635   883.563   1120.22   12875     182.431   
0.173473  26.232    55590.2   793.909   72.9991   904.841   1120.41   10501.4   97.3515   
0.197335  1460.92   87443.3   758.113   92.4061   954.427   1120.27   10264.7   216.33    
0.190158  181.743   107096    780.837   104.884   920.835   1120.25   11165.1   156.659   
0.185968  397.992   84559.1   757.164   78.5444   947.603   1120.82   12022.1   217.984   
0.197076  431.177   75870.2   754.954   81.6403   933.552   1120.07   11950.8   228.058   
0.193306  27556.9   82042     726.073   79.4164   882.014   1120.37   11455.3   181.975   
0.19124   7424.79   97248.4   809.557   102.655   996.605   1121.4    10902.7   205.186   
0.186544  154.639   93837.1   746.817   93.4721   930.344   1120.37   11382.8   201.284   
0.181972  208.889   91756.9   707.914   79.5777   886.058   1120.47   10323.3   168.468   
0.192182  250.832   100395    790.272   90.9567   897.243   1120.48   9875.15   108.004   
0.190569  14.9121   81875.4   740.695   91.3308   927.362   1121.1    11882.3   223.668   
0.185243  12.0314   84849.9   740.642   87.1112   883.412   1120.43   9843.61   134.249   
0.181042  5.50631   99910.2   727.4     99.8455   863.389   1120.21   11478.2   142.658   
0.18827   144.895   96451.4   819.434   79.3699   960.742   1120.25   10073.3   139.629   
0.193277  0.922933  85466.9   708.153   74.7815   883.449   1121.18   12913.1   235.879   
0.199801  2.00109   92272.3   744.602   96.8617   921.072   1120.57   12721.4   249.906   
0.182333  463.934   80288.7   731.471   94.6519   863.444   1120.36   11918.2   144.51    
0.196439  28.4685   79711.3   702.803   85.6073   890.543   1120.24   12621.6   253.224   
0.197586  100.349   81019.6   766.663   80.2693   891.816   1120.61   9672.48   130.78    
0.196834  70.3081   93351     740.483   94.9826   916.578   1121.37   10886.5   205.686   
0.19879   144.789   83504.7   800.597   79.033    915.157   1120.09   11534.2   144.009   
0.195797  663.544   94316.7   702.78    96.5142   889.67    1120.54   9760.27   193.336   
0.195448  3707.24   67788.5   734.715   87.7649   890.649   1120.1    9642.74   158.179   
0.198349  1104.46   93144.7   763.141   92.4702   955.331   1120      10680.7   222.629   
0.188855  11.9352   71270.2   795.408   76.7152   975.032   1120.25   12344.8   219.458   
0.185039  23.049    79142.3   773.752   83.6926   944.985   1120.49   11807.7   192.099   
0.187033  350.58    100403    770.193   89.1585   905.682   1120.87   12053.4   157.61    
0.1978    289.609   78203.1   741.628   80.291    856.063   1120.25   11176     137.879   
0.184546  7.84333   87414     795.167   82.0109   933.57    1120.45   11590.5   151.96    
0.178476  87.7461   102802    736.871   104.058   875.731   1120.55   10471.3   128.712   
0.197826  32.6897   81471.5   767.399   86.744    883.69    1120.25   11282.2   142.339   
0.191202  21.8113   74207.5   723.989   82.2385   876.922   1120.77   12406.5   192.191   
0.190712  180.91    92160.3   707.427   99.5572   891.128   1121.08   10763.7   199.135   
0.191672  220.794   90934.7   784.726   77.6496   960.252   1120.05   10258.3   182.752   
0.185475  7143.93   81162.2   730.516   96.6893   927.473   1120.06   9756.93   182.434   
0.196193  16.3956   88203.1   739.065   96.9316   855.085   1120.89   10505.3   130.415   
0.195748  11.9832   88828.5   703.095   89.7738   901.81    1120.71   12661.4   267.589   
0.185493  316.056   99520.8   772.156   91.8424   881.8     1120.46   9897.82   103.423   
0.19843   9.76488   88140.7   728.332   80.1472   834.103   1120.5    12271.9   141.808   
0.194827  148.021   94552     745.853   91.536    911.241   1120.11   11336.1   196.857   
0.187065  1099.38   107009    720.888   95.8045   849.177   1120.86   12277.9   151.851   
0.199201  2.34644   88152.7   764.109   82.465    897.141   1120.58   10492.3   154.423   
0.198201  989.842   93524.4   753.581   98.3881   895.611   1120.12   12745.2   195.656   
0.199539  5475.64   84092.9   753.874   89.2669   940.842   1120.63   11975.3   243.968   
0.199536  1322.11   88894.6   791.518   94.3295   963.431   1120.26   10884.2   205.213   
0.191858  6814.36   90577.6   733.61    89.75     859.727   1120.02   12295     156.405   
0.196985  538.633   94006     729.277   83.9745   908.851   1120.59   9920.07   190.698   
0.1929    233.693   104105    775.834   99.002    911.985   1120.45   9735.77   136.712   
0.172207  31.6986   77122.5   712.423   78.2381   823.277   1120.08   9654.85   88.2704   
0.199314  203.991   90475.6   756.786   90.275    907.084   1120.66   10150.7   167.588   
0.198681  359.265   105190    811.973   90.5167   995.498   1120.08   11051.1   220.981   
0.192242  226.36    98167.2   706.368   115.316   823.487   1120.09   12068.9   144.747   
0.196242  576.689   83396.2   703.79    91.3268   845.85    1120.68   10429.7   157.483   
0.18701   26.9812   82963.1   702.956   85.7388   874.053   1120.53   11128.9   184.839   
0.19642   13.5269   99787.2   799.982   98.1675   949.412   1120.12   12315.4   197.328   
0.195204  287.726   94967.4   798.95    84.8472   969.915   1120.98   9799      176.376   
0.192956  2330.45   95324.4   794.333   104.005   958.518   1120.06   9972.11   168.454   
0.192286  8.79843   91585.2   817.193   90.9789   944.846   1120.36   12432.6   163.136   
0.19509   7.51261   84866.4   700.62    73.5623   861.995   1120.15   9867.69   168.575   
0.193807  10.9784   93030.4   816.878   81.3273   1005.68   1120.27   11715.2   230.736   
0.1983    3.25894   104941    734.962   109.208   895.416   1120.4    11584.9   203.896   
0.194553  10348.1   101554    764.686   99.7941   961.439   1120.71   11905.6   243.206   
0.19464   80.6944   72453.8   722.135   86.9878   898.227   1120.01   12753.1   235.125   
0.198437  34.8416   95404.1   732.342   92.628    887.307   1120.41   10695.4   181.099   
0.184679  55.05     90699.5   710.51    93.386    811.36    1120.74   10558.6   100.814   
0.196092  11.6599   72639.9   803.922   89.6045   997       1120.25   11328.3   233.784   
0.195506  518.815   94129     816.634   105.175   1005.85   1120.09   10072.7   201.72    
0.181858  11.0164   80820.5   800.109   85.2174   988.197   1120.58   11259.6   194.802   
0.197407  1.04143   78353.8   726.411   75.9318   852.755   1120.95   12039.4   165.37    
0.169748  200.496   100886    749.778   87.4211   865.301   1120.13   12188     112.36    
0.18108   437.768   83318.5   703.789   94.3232   851.912   1120.47   10972.8   147.469   
0.199157  442.271   80155.8   764.382   78.9135   948.571   1120.81   12586.7   252.249   
0.186658  37.3592   86654.5   707.821   81.2314   884.189   1120.37   9548.21   162.942   
0.194443  252.715   96107.3   794.126   99.1792   957.977   1120.58   12664.1   216.597   
0.185918  14.7728   98053.1   784.442   91.1718   912.374   1120.2    10486.7   129.049   
0.198739  661.913   82655     708.138   95.3359   873.806   1120.39   10169     183.774   
0.191779  2105.54   84424.3   750.419   87.1119   856.467   1120.18   12067.1   129.26    
0.194975  52.2233   83735.9   761.437   93.4246   924.931   1120.15   11736.2   202.165   
0.192396  2967.06   77466.4   812.024   83.3901   976.496   1120.41   9984.74   167.255   
0.187596  14.5089   82139.2   812.249   74.1361   992.671   1120.69   12066.5   212.411   
0.199662  226.06    82089.9   767.828   86.9283   966.825   1120.05   12445.7   272.05    
0.193404  32.6325   97880.2   734.071   99.8371   892.198   1120.11   10529.7   173.113   
0.192602  486.173   105145    706.187   107.989   844.101   1120.22   9929.47   140.782   
0.197532  10406.1   84324.4   812.99    79.5444   935.157   1120.7    11374.9   147.988   
0.182918  582.502   100023    808.803   89.0146   1007.37   1120.11   10863.6   199.496   
0.198396  1.82482   85103.4   792.769   86.2049   905.314   1120.82   10032.2   124.005   
0.190423  14.0145   87884.6   732.152   84.1942   894.856   1120.03   12278.1   201.14    
