sigma_e   rw        r         Tu        Tl        L         Kw        
2.27221   0.16195   56337.4   71244     108.762   1183.43   12047.2   
2.26745   0.16789   115.532   110397    109.052   1616.21   12001.6   
1.79567   0.142997  485.42    96031.1   82.329    1165.43   11762.5   
2.12688   0.1559    73.6334   79209.7   88.3618   1184.09   9540.7    
2.37312   0.168653  20.091    92018     82.4759   1281.24   11798.3   
1.92386   0.176141  12.8973   65728.7   85.5418   1656.22   10491.5   
1.94408   0.139899  15481.7   106508    105.976   1455.82   11796.8   
1.92825   0.176807  702.077   108968    84.1336   1487.05   12188.8   
2.09016   0.156948  17809     107306    75.9231   1481.17   12505.5   
1.99955   0.17113   10.9143   113827    104.519   1172.7    12544.2   
2.16555   0.147062  2.01737   82259.8   90.5038   1370.47   12134.6   
1.96472   0.161982  50904.7   79987.5   91.0183   1225.54   12876.3   
1.82351   0.165648  2.56813   103902    113.806   1516.36   9778.24   
2.00227   0.159927  36.8934   86185.5   94.0964   1620.86   10387.1   
1.90661   0.152312  1.49139   64178.6   110.805   1540.36   12981.5   
2.09224   0.140874  16.82     107446    74.5622   1625.33   11267.2   
2.15471   0.162347  212.815   102539    63.7784   1469.16   12441.7   
1.92391   0.136364  31123.9   87931.9   109.664   1314.72   11560.7   
2.14291   0.147631  37.7574   88948.9   85.4714   1325.48   12968     
2.12269   0.155867  71.3184   104918    105.93    1603.26   11478.5   
1.88048   0.149135  1321.62   104566    89.3253   1382.07   12613.8   
2.07208   0.161633  4.88463   108793    65.4618   1505.4    11637.4   
1.91536   0.154627  803.066   71673.9   114.969   1467.9    10060.5   
2.05798   0.146663  40.2785   66062.1   97.0772   1468.35   12786     
2.04297   0.17551   1884.54   114685    91.1332   1242.75   12695     
2.34309   0.164274  31.9622   69106.5   74.2329   1162.32   9796.05   
2.00973   0.144133  78.0125   71153.4   80.1105   1636.9    10596.3   
2.0174    0.15697   118.218   75896.9   107.544   1191.96   11615.7   
1.95199   0.143333  3.03782   67553.1   104.323   1173.28   11525.5   
1.84239   0.155914  4064.66   73308.1   103.774   1678.57   10088     
1.97246   0.162888  2.42959   97727.7   106.257   1655.28   9696.71   
2.04867   0.145146  3403.87   85614.9   93.9743   1557.06   10878.2   
2.03915   0.152748  4189.59   82698.7   105.134   1619.85   11524     
1.9505    0.156212  1.78345   91687.5   79.7324   1300.46   11800.5   
2.00922   0.153418  262.767   77549.3   62.5225   1558.57   12000.8   
1.95274   0.136728  2.98896   109953    71.3968   1492.16   11105.4   
1.98673   0.145079  12.9535   112796    76.3847   1378.18   12339.2   
1.98606   0.162797  813.296   89708.7   77.9708   1274.87   9526.32   
1.98962   0.137258  547.275   65738.5   95.476    1618.95   10767.9   
2.04297   0.142019  29560.5   94303.9   62.9646   1200.9    12343.8   
2.1145    0.140993  12961.4   103262    65.2345   1545.88   10712.4   
2.08403   0.150957  4.52431   80797.5   82.2244   1468.17   9583.76   
2.18173   0.149925  9609      107297    113.076   1205.2    10789.7   
2.12298   0.162556  0.898958  68585.2   85.0847   1200.35   11896.2   
2.10531   0.156419  7624.84   73288.4   101.579   1335.54   9837.14   
2.06037   0.156168  2173.4    94880.5   83.8188   1190.82   10109.9   
2.17889   0.136787  1603.99   114098    105.02    1281.51   10321.4   
2.01109   0.141894  0.400875  88479.6   68.4355   1143.23   10898.9   
2.32315   0.138687  125.161   85202.5   62.4965   1363.87   9502.67   
2.19768   0.171958  1.01375   114890    62.5219   1514.65   9799.14   
2.10591   0.159161  14.2183   66714.7   110.711   1581.18   11756.5   
2.05034   0.169579  22191.8   85888.2   77.148    1540.57   11159.5   
1.91679   0.162441  65.3711   112472    69.1756   1624.05   11497.4   
2.27143   0.158909  2.10734   92890.5   65.73     1311.81   10019.5   
2.08896   0.16024   1.46766   73245.7   87.1909   1249.32   12403.5   
2.05859   0.156847  3600.59   92653.5   84.0462   1481.02   10102.6   
1.92938   0.144566  461.252   71714.3   110.122   1295.41   11663.5   
2.10538   0.162389  3.47915   77852.2   93.3595   1542.21   12194.5   
1.88738   0.173208  2662.05   86836     72.2903   1423.92   11724.9   
1.97449   0.154887  12.7109   111631    93.3143   1584.41   12181.4   
1.83823   0.16416   25670.8   86852.5   114.574   1494.92   10214.7   
2.33354   0.159302  17.2227   95007.3   65.084    1348.24   10255     
1.9993    0.149284  22.6129   66403.5   63.1345   1659.79   9867.21   
1.93631   0.168021  3018.38   70658.1   64.527    1459.7    9947.52   
2.01973   0.156985  3178.54   104479    78.7967   1284.99   12486.3   
2.01316   0.147609  814.725   81086     68.9361   1584.32   10222.1   
2.07865   0.172638  238.843   114087    71.793    1573.7    12279.9   
2.07004   0.159065  1188.07   67259.3   90.2029   1552.72   11017.2   
1.87078   0.143269  22.115    81063.3   113.606   1292.27   10285.4   
1.88871   0.138577  1.30452   81007.5   74.2576   1282.24   11139.8   
2.40743   0.157284  373.873   112382    69.4277   1556.61   10277.5   
2.05277   0.147673  99.1477   73913.6   100.72    1582.35   9748.36   
1.99094   0.157958  14498.4   113972    104.944   1213.42   11365.2   
1.99109   0.156152  3532.27   68775.2   90.9246   1458.93   10791.6   
1.90819   0.143019  32323.2   102421    65.4016   1618.93   9731.72   
2.00337   0.146686  2.03744   93742.8   67.1531   1308.61   12546.2   
2.04529   0.173661  22067.8   110136    66.0625   1191.83   12631     
1.97768   0.168814  14.2181   62627.3   86.5939   1161      10586.7   
2.01248   0.153005  358.792   89797.2   101.38    1560.19   12100.8   
1.99166   0.160471  5.98214   65495.5   90.6766   1193.79   9944.41   
2.02366   0.16806   155.831   90362.2   74.3418   1424.55   9986.62   
2.01324   0.169478  24.1889   102302    89.4736   1658.07   10058.7   
2.0013    0.161317  4.26763   65443.2   92.0527   1478.95   10298.2   
1.87431   0.170139  173.565   107871    90.5582   1372.35   11406.6   
2.0134    0.158281  448.073   92365.9   90.6155   1467.71   10227.7   
2.09863   0.15449   49834.7   82023.5   63.1072   1632.75   10865.7   
1.98823   0.167981  20.8412   63455.8   98.6581   1196.39   10356.2   
1.90973   0.169378  12473.1   92878.5   67.9406   1422.91   10384.9   
1.92714   0.157993  0.913511  91788.3   99.6701   1247.66   12804.7   
1.96088   0.16594   0.448719  74280.5   62.6137   1340.65   9529.13   
2.12406   0.158227  238.299   62792.9   65.5943   1555.56   10292.1   
1.97194   0.164545  25.1305   103451    68.3562   1376.14   9902.86   
2.05533   0.166546  8.58229   102901    83.5403   1357.92   12046     
2.17521   0.176379  0.729679  85363.6   100.386   1542.98   9792.96   
2.08793   0.148674  3.21528   80822.1   68.3842   1192.76   12991     
1.97691   0.182373  13009.1   68174.9   88.4441   1290.92   10839.8   
2.08405   0.160151  575.959   98516.2   69.3536   1413.32   10020.9   
2.03112   0.143109  36.5539   88052.6   80.7431   1439.86   11249.8   
2.13034   0.159791  322.151   101471    97.5045   1374.62   9962.39   
1.97482   0.167624  109.582   100908    104.394   1516.17   11602     
1.97228   0.182074  515.406   113548    84.3678   1333.26   10199.4   
2.0127    0.149402  3.18048   78190.3   88.3206   1610.96   9560.92   
2.19143   0.159773  2.52547   93661.1   78.8891   1550.83   11995.9   
1.92644   0.148236  1297.59   64014.1   104.192   1598.46   12295.6   
1.88316   0.161174  30.1553   74282     89.643    1533.96   11073.3   
2.01735   0.172354  17381     97573.9   105.786   1436.3    12183     
1.93799   0.146587  50.6848   103261    68.8645   1338.54   9890.45   
1.95642   0.147007  9777.86   96411.4   67.7042   1195.31   9951.7    
1.83496   0.147607  2260.31   63611.1   64.3085   1206.13   12198.7   
2.31489   0.152522  35582.5   79898.2   66.8499   1390.59   11811.1   
2.19578   0.161062  16837.8   84190.1   107.626   1667.89   10728.5   
1.90532   0.165338  152.089   81730.6   65.719    1197.08   12858.8   
1.96193   0.148008  153.959   92087.3   66.5044   1228.48   11245.6   
1.94509   0.156118  13.3087   65315.8   101.091   1476.56   9717.37   
2.10165   0.164673  288.087   77881.7   92.4858   1478.1    9545.86   
2.14793   0.165666  52.3875   99660.3   106.356   1279.18   11392     
1.89765   0.149111  121.978   111395    96.0282   1625.58   11952.4   
2.02668   0.147825  36727.9   78092.3   73.4616   1216.76   9650.7    
2.08721   0.153459  15262.8   99335.5   68.7138   1224.81   12090     
1.94502   0.131271  40975.3   89413.5   100.76    1619.91   9670.38   
1.99161   0.156987  0.545308  88449.5   89.1283   1650.8    12030.7   
2.15521   0.17502   1140.88   87017.6   66.9819   1541.95   12019.2   
1.96979   0.145959  37115.3   74507.7   71.0104   1176.05   12452.2   
2.26163   0.159431  5.92694   100210    85.9876   1477.63   12728.2   
2.3246    0.153799  59.2491   82652.3   115.442   1528.62   9562.99   
2.00626   0.156714  16.8258   103728    82.0985   1221.22   11048.7   
2.03276   0.160274  178.555   84226.2   98.2308   1509.23   9933.86   
2.32573   0.152686  18203     103285    74.0155   1202.46   11921.6   
2.04344   0.161772  177.713   87598.1   94.8184   1381.06   10679.3   
1.99896   0.163691  5711.51   99306.8   115.317   1226.18   9938.41   
1.96709   0.152247  18.3438   110005    74.0044   1184.91   9518.02   
2.10417   0.164066  1326.19   110489    112.673   1239.37   9949.47   
1.99699   0.152202  143.257   78324.8   80.2036   1431.7    12291.8   
1.87824   0.177334  153.517   110758    115.611   1509.65   12789.9   
1.86121   0.151773  165.922   94424.4   90.4011   1394.37   11578.6   
1.86301   0.171244  35.7762   102966    108.208   1442.03   11325.3   
1.90432   0.141153  4413.48   96557.6   83.0805   1338.85   9690.97   
1.93503   0.154627  3.53951   79994.3   63.2902   1429.56   11893.7   
1.89421   0.146786  2455.02   65334.9   112.967   1120.09   12878.3   
1.86452   0.170132  10.9112   73096.5   75.2102   1148.39   10413.5   
2.08051   0.169292  186.317   93568.7   65.131    1522.79   11415.3   
2.04372   0.135764  783.414   91208.3   65.6893   1428.53   12667.7   
2.00266   0.141339  14.8067   67466     69.1818   1188.52   9908.1    
1.9827    0.143727  10300.7   92924.3   107.241   1575.01   10271.1   
2.05014   0.146712  77.349    88094.5   65.6238   1379.47   10759.6   
1.95491   0.160388  74.3019   82039.9   109.45    1208.98   9726.4    
1.89225   0.157785  4556.39   98102.5   79.7503   1201.62   12233.1   
2.11458   0.161689  47126.7   82596.1   71.2081   1385.08   10022.5   
2.06839   0.172261  2071.14   71176.9   70.0318   1305.72   12318.9   
1.91521   0.156414  6.3316    73555.7   86.228    1440.93   11348.3   
2.25622   0.16432   646.853   113308    83.472    1631.49   10599.5   
2.01514   0.144728  72.8821   64077.6   94.8865   1547.27   9521.65   
2.57325   0.146228  3.7505    109533    99.3378   1405.99   12981.2   
2.10648   0.156484  302.96    63528     84.7041   1646.55   11969.3   
1.94801   0.164544  2513.46   108512    82.4301   1483.59   12278.1   
2.09393   0.147901  69.7304   67553.9   68.8186   1399.35   9699.41   
2.00892   0.144867  1749.56   86911.6   90.2116   1259      12515.9   
2.13199   0.153493  23179.1   108204    82.843    1506.39   10794.2   
2.16172   0.155544  47762.8   106834    113.073   1578.59   10338.3   
1.89785   0.162247  3.08538   103508    63.4561   1269.45   12295.2   
1.90436   0.166698  244.225   80043.9   101.724   1582.85   11763.5   
2.13792   0.157801  395.333   73988.6   114.288   1278.79   12988     
1.96336   0.142652  1506.8    92389.8   100.303   1471.65   9775.79   
1.96469   0.183285  7544.8    108217    93.9829   1563.35   11712.1   
2.02152   0.143233  133.94    82701.4   68.7878   1224.44   9972.05   
1.98251   0.174047  2.02863   74486.4   82.4909   1570.58   10129.7   
2.01486   0.141532  2360.61   110140    88.7894   1533.7    11070.6   
2.23398   0.144309  0.467654  79264     76.4129   1518.32   12787.4   
1.93147   0.172526  2569.09   110804    91.1206   1670      11886.2   
1.9666    0.148507  154.922   68506.6   92.3426   1296.84   11950.4   
2.02771   0.180271  3.92385   86574.9   110.432   1130.06   10390.3   
1.93243   0.153363  26.8659   67476.1   89.2112   1455.13   12298     
2.18255   0.155259  119.062   112714    110.639   1225.16   12022.9   
1.86334   0.146202  30.057    70494.3   84.5496   1160.37   11072     
1.95515   0.161094  21.1038   94691.8   108.734   1455.16   12839.8   
2.00269   0.178996  31.099    67490.5   87.2476   1379.68   10302.4   
1.88671   0.152741  2474.44   100652    62.8167   1170.67   11912.8   
2.09474   0.158451  1.33303   110313    102.717   1272.15   10708.4   
2.1131    0.153738  2958.31   88527.6   112.503   1198.64   9585.83   
2.14502   0.162348  4894.2    95079.3   65.093    1638.21   11966.4   
2.1658    0.157573  1.75193   81162     70.5386   1652.83   10538.8   
2.0658    0.150005  235.243   84251.8   66.8479   1193.09   12470.8   
2.08092   0.151942  1928.52   101655    104.654   1204.42   12221.2   
1.94497   0.163575  136.2     100754    71.9385   1457.49   11725.8   
1.83323   0.145557  19.1806   63152.9   106.95    1667.12   11664.4   
2.15159   0.1429    40885.3   110332    84.0831   1213.04   12613.4   
2.07627   0.165164  113.758   83207.1   71.2506   1220.51   12371     
2.13961   0.16005   17.8114   63159.4   76.412    1591      12641.8   
1.98747   0.152001  2113.28   76773.8   83.9626   1428.29   9746.43   
2.08176   0.161074  130.372   92686.1   65.8164   1420.22   12205.4   
2.03104   0.149609  468.192   68178.3   71.1076   1178.52   12496.9   
2.1786    0.171305  27.2043   93503.1   62.8074   1187.81   12707.9   
1.82352   0.15832   5685.5    67038.4   64.2744   1627.68   11398.7   
1.92477   0.170144  1016.69   86318.5   67.2966   1417.85   10123.6   
1.95076   0.151488  0.406298  115373    96.6644   1264.04   12128     
1.9513    0.161153  1.88335   87748.2   113.856   1580.37   11241.9   
2.13403   0.151986  9.82164   64573.9   98.7965   1245.51   12532     
2.10373   0.167389  32.7032   90051.6   98.3599   1382.76   10441.8   
2.15886   0.174386  399.688   107630    105.855   1509.7    11406.7   
2.25305   0.154304  6941.55   114382    76.3586   1457.07   11280.2   
1.91566   0.147377  9596.77   64189.5   65.5604   1298.86   9842.64   
2.07589   0.158749  991.016   79106.2   76.3666   1173.32   10142.6   
1.80406   0.168791  170.986   89988     96.9249   1648.61   12564     
1.96964   0.153687  2543.53   65964.3   79.062    1455.74   9818.96   
1.89059   0.158761  17216.1   98405.7   106       1536.06   12324.9   
1.93269   0.16127   6831.89   100348    93.7243   1522.75   10924.6   
1.96976   0.142929  17390.4   89660.2   103.176   1632.73   10386.6   
2.16863   0.182381  18346.5   87942.8   90.5166   1627.48   12897.4   
2.10761   0.148859  96.5853   103875    73.7522   1299.62   12363.1   
1.90188   0.160119  19.4848   80688.9   103.51    1609.47   9808.8    
2.10272   0.159708  1.03578   106774    72.9074   1637.51   12685.1   
1.8961    0.155835  2.03127   85803.5   78.1467   1405.38   9805.81   
1.88338   0.146176  3705.09   62799.9   85.5105   1282.6    11423.6   
2.09476   0.134079  11.4377   99815.3   87.1517   1174.66   12013.8   
2.05041   0.150267  3.61444   88448.7   95.1477   1448.88   12198.3   
2.10416   0.156162  23.8883   91360.5   87.2959   1620.21   11969.9   
1.90801   0.149504  15101.8   99303.1   112.102   1225.82   12738.4   
1.93217   0.158106  22.168    76065.4   66.1779   1177.25   11787.2   
2.0855    0.173596  166.985   97814     69.8175   1478.06   11559     
2.01958   0.142218  1.55833   98517.4   100.255   1496.44   11033.3   
1.90986   0.159229  3577.91   98720.9   83.332    1125.65   9594.7    
2.05413   0.166419  64.1419   75219.6   113.21    1193.14   12427.8   
1.88794   0.148126  1097.82   83497.2   108.857   1372.83   11460.6   
2.05626   0.180367  354.482   81663.1   107.525   1408.32   12570.9   
1.98275   0.177652  22597.5   113963    64.148    1416.92   12277.2   
2.15361   0.146551  33961.9   103801    81.2751   1417.72   10148.8   
1.78177   0.16857   3556.15   105117    108.664   1257.59   12479.5   
1.97995   0.135293  71.2946   110999    71.7033   1629.91   9553.8    
2.06868   0.163552  365.948   96715.1   71.8635   1436.61   10998.7   
