rw        r         Tu        Hl        Tl        Hu        L         Kw        y         
0.176247  110.303   96599.3   703.01    78.2319   827.533   1318.76   10053.1   91.7399   
0.190066  86.6891   97582.3   703.765   87.6547   897.544   1446.22   11547.5   173.845   
0.125036  3.45346   93604.7   740.946   86.0394   938.536   1243.9    12202.9   94.9252   
0.193241  281.788   104463    818.972   94.5586   968.219   1569.42   11861.4   130.903   
0.119712  0.557718  81065.2   794.594   82.2002   934.345   1454.58   10531.8   45.5123   
0.197334  1355.62   98724.1   736.226   98.7094   837.248   1520.02   11338.9   91.0071   
0.121106  106.006   76455.6   806.604   87.1203   942.509   1277.91   11906     58.0329   
0.124034  5.78717   69602.1   769.943   64.614    902.708   1179.93   9705.12   52.5806   
0.186564  524.437   87519.8   719.124   85.6492   875.186   1177.72   11500.6   164.054   
0.109225  128.145   90974.2   716.123   91.6391   878.899   1245.88   10326.1   50.3724   
0.175624  117.539   86592     801.216   62.6545   973.34    1523.62   10542     114.135   
0.11808   2858.84   96229.9   763.507   83.643    888.303   1212.83   10004     44.7789   
0.125813  284.37    72420.7   788.186   73.4436   893.913   1644.17   10917.2   34.7182   
0.113011  27.3398   78609     759.651   79.0094   922.471   1533.35   9722.6    41.3067   
0.122528  5.9173    94667.4   754.766   95.2052   918.776   1314.64   11410.5   66.9632   
0.147281  72.5194   85342.9   807.821   104.99    1003.77   1627.93   11190     91.3842   
0.197559  8364.27   87130.3   728.857   82.2777   832.085   1678.66   12503.3   92.5324   
0.147903  123.974   80997.9   712.84    89.0301   816.337   1297.68   9578.03   52.1789   
0.132046  229.37    89237.7   741.067   87.834    926.966   1363.12   12195.4   90.5038   
0.157357  105.842   99413.9   740.709   91.8225   904.823   1293.11   10594.7   103.85    
0.111608  11.4412   79688.9   721.996   77.6578   901.819   1495.49   11508.4   53.9983   
0.140892  383.914   90973.7   748.032   85.5164   918.854   1605.69   11605     76.4844   
0.109394  51.9455   99943.3   762.809   92.2594   947.857   1438.86   11745.6   56.6054   
0.150023  40.3561   89068.6   813.872   93.7637   1009.34   1301.4    11130     117.528   
0.193396  1091.34   103620    730.798   106.422   869.94    1338.72   12137.3   146.216   
0.140071  179.497   87682.3   761.155   83.091    884.282   1464.15   9754.51   50.2786   
0.159222  0.717895  87788.8   739.485   83.0079   934.954   1452.79   10163.8   108.74    
0.169248  66.4356   79931.6   757.442   84.9024   913.923   1352.2    12563.4   129.62    
0.123304  1.90134   78300.7   713.859   81.832    911.809   1447.29   11387.1   74.2422   
0.146907  448.972   98114.8   706.755   75.516    848.341   1606.9    12993.7   76.9112   
0.198355  831.241   94933.9   812.471   88.7274   915.093   1644.69   10015.2   76.3801   
0.143578  567.604   83214.4   758.6     93.4093   937.876   1551.17   11120.2   82.6916   
0.103812  1418.04   85076.9   776.559   82.3198   938.895   1416.97   11383.7   43.9347   
0.183152  3.46079   85415.8   764.716   89.3781   953.491   1523.94   10762.1   139.945   
0.12092   5.40458   82607.9   723.855   99.0398   886.135   1607.13   10445     48.3592   
0.153846  1364.63   94604.9   713.961   104.775   883.959   1530.72   11914.5   97.6074   
0.178201  21.7519   91235.4   749.809   98.4518   864.569   1224.05   10211.9   94.9003   
0.108913  356.386   88244.4   788.342   84.3337   941.846   1378.33   9534.11   39.4136   
0.192386  365.915   78821.2   708.174   86.8215   894.227   1638.97   12258.9   159.887   
0.146749  165.99    97395.1   780.751   83.7871   975.043   1589.19   12586.1   103.365   
0.152835  10.3966   89032.2   719.71    108.427   880.859   1426.75   12796.7   105.635   
0.147202  3263.62   105976    736.031   105.418   847.4     1432.23   10757.2   56.5041   
0.191563  130.563   83468     705.126   84.8172   876.142   1565.87   10646.4   132.771   
0.143381  416.404   101494    724.488   94.4281   850.589   1217.97   11293     74.9106   
0.124949  4199.73   74868.2   704.495   64.8943   842.565   1318.61   10501.1   53.3973   
0.154563  22.3734   102030    789.725   105.324   914.299   1392.78   9582.76   64.0784   
0.198479  10185.2   77077.1   788.774   85.9209   978.775   1401.28   11732     192.852   
0.183441  97.7993   80404.3   742.686   93.4212   870.745   1434.72   10216.7   95.6333   
0.135817  604.375   83460     730.557   76.1235   876.448   1670.07   12489.9   62.7504   
0.158678  22.7891   92379.9   713.537   98.7813   818.709   1423.37   12715     73.8979   
0.135805  16.9054   76559.3   747.164   86.629    941.706   1410.89   10336     82.2666   
0.138456  15.1409   85208     807.274   84.4201   915.859   1613.49   9500.43   38.3845   
0.175978  80.4445   83295.4   810.093   93.0211   953.702   1405.04   10848.1   107.03    
0.127265  83.8919   75359.5   801.068   87.8086   920.339   1167.72   11524.9   59.5444   
0.121031  248.66    78151.4   732.902   80.3854   928.836   1598.44   9514.79   53.4519   
0.113959  578.876   94705.8   794.746   87.9884   985.311   1173.45   11483     75.6147   
0.112716  39.7665   68930.5   757.153   75.3996   938.857   1184.42   12372.6   75.3701   
0.166445  31.9343   98313.8   763.99    90.1922   951.302   1465.12   10705.9   118.427   
0.130684  1446.06   83833.3   714.107   97.1323   824.318   1497.31   10029.9   39.3939   
0.118103  266.733   86047     754.451   90.9434   952.415   1522.02   9951.33   56.4988   
0.15868   1149.09   78252.1   726.646   87.6997   866.674   1348.8    12114.9   98.3616   
0.101393  3838.96   94283     736.506   85.8655   850.664   1582.08   9942      23.078    
0.154545  28.5746   88441.1   720.296   89.5299   824.303   1162.44   10051     67.0735   
0.106247  139.688   96465.8   716.258   102.174   874.958   1647.06   10878.7   37.0754   
0.184957  32.4972   84167.2   703.779   91.8049   882.321   1594.34   12213.9   145.92    
0.13646   3.19946   82276.7   725.25    86.5609   911.271   1638.15   10950.1   72.5771   
0.188908  327.331   83899.7   802.425   91.2339   911.517   1327.87   11811.3   107.394   
0.168112  80.9753   96423.1   744.953   67.3871   938.251   1460.71   11653.8   135.523   
0.19661   73.5038   96155.4   775.959   102.357   926.492   1414.98   9689.46   124.229   
0.148446  53.4059   76151.6   743.353   85.8118   931.433   1614.1    10514.3   84.3999   
0.126994  411.711   86258.2   748.73    88.7453   853.304   1441      11970.8   43.7481   
0.110784  5726.34   89715.1   718.738   91.8477   904.14    1545.47   10780     49.6123   
0.179616  796.571   100112    790.964   91.6569   966.846   1177.22   12185.8   181.744   
0.108803  6.93534   97605.4   742.457   95.1149   901.211   1608.83   9871.01   36.1676   
0.103932  14.3653   97685.5   770.502   92.8479   896.508   1204.99   10640.5   37.6637   
0.151495  39.6482   94791.7   731.976   99.2811   887.654   1622.61   10359.4   71.3693   
0.185334  3847.78   79539     704.799   84.0787   847.687   1220.52   10031.3   124.644   
0.100873  11729.2   89227.9   804.027   95.303    973.561   1143.86   11027.1   51.9331   
0.171548  1346.88   79691     793.294   96.8977   975.016   1592.92   10870.9   113.599   
0.105353  499.044   96403.4   745.198   86.4056   887.092   1205.32   9759.99   39.8882   
0.141854  473.191   109099    708.469   84.7763   827.208   1536.92   11070.3   53.6939   
0.108259  14575.1   79936     755.233   91.4668   870.23    1374.85   9670.09   29.6236   
0.191165  1617.58   88439     783.994   94.4686   924.59    1415.34   11904.9   133.8     
0.130499  6.73494   91225.2   749.32    78.232    929.703   1569.98   10725.8   65.7388   
0.165703  262.824   89897.3   819.645   83.82     953.353   1470.75   9555.26   74.349    
0.19543   11018.7   85347.5   765.793   79.2835   887.853   1448.3    10132.8   100.609   
0.135986  4117.6    60330     742.63    82.0331   865.917   1656.59   10530.4   45.194    
0.188931  165.598   75611.5   762.528   82.5377   863.999   1281.72   10596.9   92.95     
0.155611  1051.18   87921.3   719.938   74.8675   855.558   1250.17   12400.5   100.906   
0.168222  108.777   83662.3   774.142   96.3562   880.67    1125.63   10031.8   83.694    
0.152134  341.867   72317.3   726.38    74.5726   873.244   1326.08   12827.8   102.116   
0.176645  93.3038   70743.4   744.398   93.9658   877.007   1542.97   11215.5   93.7802   
0.100923  39.4953   86762.5   765.399   85.4577   884.905   1213.31   11759.4   36.9352   
0.166739  159.069   95478.8   792.148   103.468   982.244   1509.13   11912.9   130.118   
0.138977  1169.23   88645.2   758.184   97.9306   903.458   1190.87   10574.4   77.6589   
0.108471  64.5804   89473.5   725.713   94.4541   868.761   1659.63   11657.8   37.0385   
0.179068  6.20245   80089.7   724.164   97.6667   858.867   1648.89   10167.4   83.373    
0.148774  557.432   93659.4   803.956   75.1557   1002.9    1643.84   9994.86   83.4937   
0.110897  111.622   84276     789.409   85.3604   982.453   1286.63   11706.7   67.5547   
0.191888  77.8116   90608.5   717.717   95.4825   883.865   1377.51   11836.8   163.522   
0.193358  2835.72   82325.1   756.811   85.1966   916.794   1262.33   10626.1   155.421   
0.120914  211.387   92216.2   792.398   81.6826   900.324   1458.23   12059.4   40.7696   
0.156821  70.2258   81025.9   735.702   88.3348   891.417   1155.99   12971.7   133.723   
0.180228  10.7757   83784.8   750.73    109.21    911.514   1315.93   11309.5   140.274   
0.18187   662.282   82449.5   702.574   88.9093   855.934   1198.29   11237.8   147.342   
0.144021  29.0595   92050.4   789.34    93.2313   983.176   1148.33   12735.7   139.174   
0.19695   663.462   101160    807.009   93.92     985.79    1637.03   11715.2   154.06    
0.119549  314.91    102511    770.037   103.63    961.9     1525.23   10287.7   57.8933   
0.133506  132.209   104917    768.558   95.3372   964.569   1439.88   10565.2   80.1557   
0.191989  304.776   86828     805.705   84.7466   998.182   1264.5    12464.5   216.284   
0.196578  304.783   86484.3   733.896   93.8987   889.369   1443.05   12712.4   164.086   
0.153361  1123.2    105010    719.761   100.153   864.922   1564.43   10339.8   70.4037   
0.126498  106.588   74921.4   751.788   95.0812   931.887   1229.47   11000.4   80.5965   
0.14912   409.746   82713.1   748.802   87.0886   857.477   1243.22   12641.2   76.4097   
0.179893  1100.25   89132.8   810.828   94.0991   936.742   1338.49   12212.8   115.225   
0.122886  653.354   101400    727.037   95.6102   851.257   1291.57   12371.9   56.0866   
0.170793  610.8     94104.7   796.074   84.5375   909.397   1591.15   12868     83.0375   
0.178335  41702.8   92742.4   750.767   89.834    885.285   1259.87   11912.9   124.506   
0.125149  13.6869   82306.8   757.072   84.2522   876.314   1358.54   11466.2   49.3379   
0.137973  3537.89   70655     719.654   93.892    829.642   1242.59   9733.82   51.1146   
0.16029   319.108   92956.8   716.713   91.2154   910.015   1533.47   11574     116.819   
0.140385  139.454   93367.4   767.172   71.2934   949.817   1343.57   9977.19   83.3829   
0.133046  2559.22   87645.5   818.357   87.4399   933.802   1317.59   11802.1   56.9953   
0.151812  16.1449   85107.7   774.841   93.8082   942.835   1454.52   12166.1   101.253   
0.159025  17.0609   88502.8   778.068   85.6378   964.88    1296.57   11677.7   132.847   
0.125303  235.01    81924     794.346   66.5314   904.011   1312.57   11813.7   48.2995   
0.119755  516.546   98909.1   765.33    89.1709   889.46    1446.46   9770.29   37.605    
0.156354  40.8179   82845.5   754.873   74.8039   902.888   1145.04   11833.6   116.386   
0.179575  37.0167   84426.2   775.007   82.1649   919.58    1438.98   10028.7   101.337   
0.192872  20.237    87317.4   750.841   89.9147   882.053   1223.01   10761.9   133.799   
0.102627  147.711   86981.5   730.467   88.5445   883.563   1417.96   12641.4   44.9875   
0.139287  36.8468   93805.9   779.478   87.5914   884.268   1494.77   10595.9   45.0772   
0.135212  4.25349   77962.7   717.918   89.4344   831.776   1277.01   12590.4   64.2517   
0.110787  873.788   87326.4   761.675   88.9916   958.481   1507.6    11721.4   58.7184   
0.170811  36.058    87659.8   742.942   78.2134   920.891   1595.13   12072.8   122.522   
0.179168  51.9473   87532.9   762.263   76.667    907.012   1291.48   11749     131.38    
0.111369  574.303   89069.9   769.736   91.7491   910.99    1126.3    11066.2   53.7731   
0.168732  19.124    103096    745.535   88.652    928.801   1264.21   12236.8   157.503   
0.184774  20.7109   81098.8   809.359   98.6499   965.4     1307.97   10080.5   128.181   
0.184355  799.107   108048    792.395   88.973    918.91    1206.01   11248     124.134   
0.117246  3184.46   99468     731.264   115.337   842.181   1516.82   11184.3   35.1622   
0.125765  854.187   91554.5   762.359   83.2247   931.499   1315.81   10806.8   68.5541   
0.106612  310.009   101838    772.387   95.9476   965.534   1481.78   11328.3   52.537    
0.121626  1020.17   97042.9   796.784   94.6434   993.882   1380.52   10383.9   68.5329   
0.141698  249.514   92599     810.418   89.6731   971.873   1346.26   9856.06   74.1056   
0.195755  677.464   80605.1   768.581   76.0945   930.832   1230.08   11491.9   179.046   
0.192106  42.0637   97520     818.894   89.3537   944.379   1392.5    10434.8   108.118   
0.103616  106.632   78510.7   705.492   88.9375   817.535   1643.77   10977     25.1661   
0.183451  154.596   90112     712.341   93.9515   821.184   1389.39   12919.2   105.816   
0.159673  468.049   88993.5   751.849   96.9142   927.583   1335.29   9784.46   102.353   
0.168045  92.6244   88317.6   776.753   85.9477   938.896   1395.28   9756.63   99.8614   
0.169617  197.336   89933.8   816.457   87.5313   969.167   1130.42   12922.2   155.715   
0.116505  2065.01   70779.6   766.055   66.4366   929.878   1249.68   10432.4   57.8347   
0.127748  936.272   82820.4   811.766   86.8765   970.361   1367.5    11003.1   64.9866   
0.146883  1258.8    90503.6   800.208   87.9241   966.866   1537.54   12331.2   89.7921   
0.128052  3038.23   77218     808.031   89.7275   929.71    1636.85   11186.1   42.5678   
0.122121  384.691   95160.4   799.339   85.9604   924.209   1273.58   12644.7   57.6854   
0.196735  8.04838   76209.2   721.036   87.4485   866.345   1441.63   11787.6   143.505   
0.125122  140.06    87339.9   758.387   83.7817   954.866   1292.65   12610.8   93.6744   
0.162877  157.348   101158    769.27    98.8508   968.655   1674.54   12022.1   118.517   
0.114187  968.907   71369.4   765.033   86.4047   962.23    1156.82   11573.4   80.2637   
0.172886  62.0633   90620.5   740.152   72.8988   894.564   1133.2    9954.66   126.034   
0.114163  326.773   90080.5   709.682   84.1535   894.711   1548.67   11092.3   54.0242   
0.139427  315.077   87498.6   771.061   90.5352   960.478   1612.25   9780.15   69.8223   
0.130822  408.258   83659.9   763.286   81.5822   868.994   1439.83   9933.01   38.982    
0.169117  403.567   103715    799.13    104.194   919.77    1559.03   12476.6   86.0123   
0.145853  1919.83   82819.9   708.913   77.8476   904.707   1287.45   12508.6   125.55    
0.193119  286.546   89044.8   809.849   92.1948   977.684   1591.86   12882.7   157.26    
0.148519  35.7139   87029.7   729.922   80.4712   899.976   1156.27   11084.1   112.156   
0.179632  494.878   93378.3   729.81    96.247    877.385   1329.24   12869.8   143.003   
0.128851  1475.59   82921.3   730.616   89.8084   850.346   1649.8    12432.2   46.7548   
0.132533  14.7602   94597.7   747.142   83.612    939.245   1246.74   12015.5   101.678   
0.126072  75.6911   97830.3   776.436   79.0936   950.095   1461.15   10107.9   59.7195   
0.157367  15555.5   88811.4   768.076   90.2866   877.136   1478      12094.3   68.544    
0.169258  65.113    102935    719.599   86.8631   899.46    1236.41   9524.8    123.766   
0.118508  16.4664   79596.5   700.798   94.1926   811.005   1200.69   11882.8   47.947    
0.139775  631.163   96830.1   703.227   94.3423   838.883   1219.3    9860.99   66.8652   
0.192735  425.476   79404.5   714.119   80.3319   818.923   1380.14   12850.8   112.023   
0.159333  112.83    89191.1   793.46    88.1098   958.67    1466.02   11713.2   104.487   
0.162699  252.25    87722.6   723.367   96.3845   873.562   1193.05   9605.8    99.7546   
0.173318  160.066   99819     811.331   104.585   955.094   1461.67   9934.08   91.5959   
0.143821  244.193   81874.1   809.518   67.8743   991.423   1492.93   9762.73   76.73     
0.158816  845.355   92994.2   774.184   101.138   918.504   1351.85   10273.7   86.2074   
0.101251  192.37    86597.7   797.2     89.7633   909.719   1149.21   12533.2   39.3364   
0.15865   83.0456   97421.4   727.81    101.457   924.457   1246.81   11110.3   137.608   
0.106967  17.7921   103646    726.299   106.145   845.634   1229.56   11423.6   39.7521   
0.119236  34.7231   81204.6   713.816   83.0782   850.153   1486.92   11631.3   47.4539   
0.182503  739.886   81240.3   750.932   85.0733   934.412   1484.93   10948     139.871   
0.168857  39.2212   98461     700.38    93.3541   894.626   1313.16   11687.5   153.722   
0.100256  19.0751   92221.3   791.207   76.7311   959.64    1668.58   10466.8   33.2912   
0.119204  157.203   77432.9   716.961   74.3415   837.046   1255.52   11338.6   48.1138   
0.145204  16.2377   104552    717.471   109.292   860.128   1597.16   9636.94   56.859    
0.151246  28.042    61158.9   723.918   88.457    860.867   1275.14   9729.69   74.7103   
0.12517   3107.18   79893.2   789.208   92.0654   943.456   1479.37   10970.5   55.9439   
0.188669  6.5118    97378.4   705.157   95.3865   820.989   1654.35   9531.99   74.3505   
0.172772  175.098   92666.7   790.46    88.3157   926.657   1326.46   11261.7   107.368   
0.152492  2133.7    93322.7   768.099   93.6254   881.048   1227.01   11101     73.8595   
0.102539  12.8457   96274.5   736.836   77.0279   892.084   1242.92   10618.5   43.6869   
0.141633  14.326    79813.3   778.055   91.8673   959.868   1301.4    11407.9   99.9956   
0.109965  71.7844   86090.2   808.864   104.365   972.005   1407.69   10705.7   46.9995   
0.171454  153.664   105756    801.832   96.634    968.516   1173.57   11154.8   144.89    
0.109137  15.7162   97176.6   814.189   93.2444   1004.87   1316.77   9631.69   52.0681   
0.182186  3.02117   93602.8   797.353   89.214    927.13    1153.63   9903.66   115.654   
0.198478  35.7151   78645.7   723.11    85.2479   864.393   1527.51   12687.3   143.792   
0.107183  115.855   115984    774.375   84.5772   910.793   1508.02   9740.59   31.7043   
0.139602  70.6668   94863.2   708.503   88.847    816.841   1361.38   11941.1   57.8346   
0.152662  152.123   106932    806.531   86.301    966.248   1302.82   11007.6   98.0307   
0.125883  284.52    99988.3   713.248   101.53    861.493   1291.57   9932.14   56.4909   
0.134208  507.344   72900.4   711.033   80.7853   816.547   1555.87   11192.3   42.6678   
0.1275    0.874076  93486.5   736.914   70.6702   917.575   1537.5    12518.3   74.9862   
0.141147  217.31    81922.6   718.832   73.9097   862.994   1474.57   12778.1   77.5227   
0.168963  32.7679   86911.4   794.21    74.2553   964.365   1300.51   11518.8   133.965   
0.126026  15.3761   91037.8   817.647   94.8167   932.075   1426.52   12631.4   50.3763   
0.181281  673.42    78857.3   783.803   77.3363   909.52    1665.01   11214.5   86.4023   
0.105232  51.1717   75877.7   780.921   76.2871   922.584   1595.43   12253.5   37.7212   
0.166551  459.647   75937.5   754.76    81.0904   920.47    1258.17   11824.9   134.014   
0.116451  28.0649   82192.6   764.272   76.2564   949.088   1625.21   12810.9   61.8271   
0.134765  165.799   95293.5   765.919   86.3712   868.361   1491.32   11388.1   44.38     
0.1891    38.3992   78332.8   738.172   91.2366   855.534   1619.67   10061.5   81.3758   
0.159485  81.1529   101794    736.873   100.249   865.513   1641.46   11912.2   74.1719   
0.19403   3185.74   86904.2   751.725   81.5964   892.057   1386.53   12118.2   142.276   
0.155805  236077    84571.8   742.223   104.424   862.104   1307.76   11399.2   78.5579   
0.141305  89.2426   87546.7   733.797   90.3044   886.056   1637.53   12938.3   75.04     
0.153279  60.2125   89280.1   812.318   86.9854   995.882   1223.21   11975.5   131.606   
0.176622  1112.35   70540.3   722.135   84.3833   828.413   1298.65   11243.3   88.9279   
0.181788  13.7256   81418.9   799.777   74.8608   954.719   1541.68   11960.3   123.877   
0.178989  1054.33   99835.6   744.827   91.6328   845.182   1369.19   11926.9   86.8351   
0.155288  152.775   76830.4   753.252   88.2494   894.319   1568.32   11791.8   79.7863   
0.145747  21.909    98715.7   746.435   88.2634   860.645   1624.26   10346.8   48.3656   
0.189282  411.818   85444.5   785.342   95.1146   921.289   1170.27   11979.5   154.347   
0.147545  512.906   91988.4   765.764   86.2898   908.493   1426.98   9509.21   64.6047   
0.105478  36.0037   96049.8   786.361   102.171   937.67    1335.55   9536.79   37.6785   
0.181394  249.353   86706.6   806.89    89.0995   937.475   1304.55   12277.4   125.463   
0.127974  67.6278   92345.9   711.651   95.6663   836.242   1330.66   10647.9   51.0755   
0.108761  1084.48   83639.7   745.223   79.4392   847.685   1482.51   9516.02   24.3336   
0.118125  140.831   75667.4   808.545   74.4164   908.882   1308.65   12237.2   40.8762   
0.144692  235.454   79021.3   810.905   83.5452   980.132   1646.25   9532.87   64.1074   
0.148506  48.4281   76130.1   772.085   98.654    971.986   1679.54   10127.3   83.1879   
0.104139  5.17385   102997    709.84    81.7684   825.391   1433.92   11464.3   31.4105   
0.198314  84.5674   94660.7   755.812   90.3825   934.48    1130.34   12121.9   233.434   
0.192172  18.7335   88675.9   725.738   84.3867   878.816   1599.26   12926.2   142.394   
0.118497  341.801   93190.5   815.121   97.3996   961.639   1167.06   12621.7   69.4692   
0.191502  41.7636   85827.7   714.709   90.9313   854.997   1171.22   10875.8   148.587   
0.156113  81.7859   99172.3   701.952   92.3006   880.681   1137.67   12418.8   148.04    
0.183301  8.23812   90360.5   741.381   84.452    847.365   1124.99   10300.7   101.726   
0.169688  119.926   85269.7   716.884   78.2616   818.515   1213.92   10118.9   75.8693   
0.17616   100.261   86321.7   714.968   66.0369   826.384   1368.64   9740.48   76.4928   
0.116368  152.34    79636.5   817.712   78.2642   977.432   1563.02   12343.1   53.3959   
0.16076   97.2489   79304.9   782.987   92.1884   927.508   1535.58   10760.5   81.7095   
0.164922  1041.02   95452.6   728.096   94.9255   837.837   1436.69   12514.3   80.7975   
0.187466  5082.41   91793.9   791.669   88.4382   983.283   1676.3    9781.87   122.006   
0.138401  269.147   90291.9   710.827   93.9677   909.235   1208.73   11226     110.098   
0.17069   1082.39   73271.2   766.894   75.2042   936.419   1347.26   11665     132.403   
0.166117  0.332015  91215.5   765.01    72.2074   876.959   1561.88   11490     71.3261   
0.11305   210.054   71769.5   785.819   92.1797   937.196   1252.67   9748.02   47.1049   
0.119553  2351.35   94641     773.33    96.2999   941.242   1221.7    10306.4   63.2133   
0.177892  55.1338   86806.9   766.155   95.9499   929.747   1496.85   12248.8   132.064   
0.10182   3.1139    103292    740.94    88.2694   887.567   1346.22   12338.4   43.6887   
0.148628  10.7558   78223.8   764.606   87.0859   883.943   1395.95   9654.46   57.0627   
0.164867  2.95831   89014.1   757.854   74.314    884.943   1263.37   10083.3   86.2519   
0.166005  33.44     91913.1   709.475   82.2888   819.273   1630.13   12388.1   71.7529   
0.17767   13.7834   88924.5   797.239   93.5435   957.992   1353.61   11300.3   132.275   
0.111048  299.251   93085.9   754.081   84.5722   915.738   1288.7    12066.4   58.3253   
0.146491  543.307   79000.3   751.076   89.406    889.447   1145.27   9570.1    77.3135   
0.162708  49.9776   90457.5   730.605   94.151    917.525   1526.79   12939.3   130.856   
0.148792  22.5176   92288.8   708.561   82.4652   832.281   1136.56   10503     79.026    
0.120217  427.736   111003    710.582   97.4313   850.741   1530.5    11681.2   48.3451   
0.103096  97.3938   96587.7   756.352   90.0292   874.521   1485.18   11663.5   30.8896   
0.136684  1875.55   104749    813.757   81.9644   969.735   1646.82   12269.4   67.6588   
0.106552  1584.62   92938.9   744.819   82.3341   846.816   1216.04   11096.5   32.9976   
0.154737  74.06     92094.8   755.971   100.243   913.728   1245.67   12674.2   119.838   
0.154638  630.114   93258     776.305   88.506    920.971   1302.53   11459.2   94.6766   
0.150861  178.111   82528.6   720.211   91.3016   880.675   1596.39   12832.1   91.5727   
0.147662  14.5394   93879.6   707.747   89.0478   872.667   1276.43   11621.6   102.332   
0.13826   27.648    95013.3   713.516   85.8908   841.804   1197.83   12988.9   83.0112   
0.131537  87.5888   90355.3   736.69    100.328   841.763   1516.68   10233.4   38.3902   
0.103766  8.81613   75937.2   794.845   84.5309   992.993   1227.94   11626.1   63.2904   
0.120276  50.7637   93138.2   799.356   80.2548   968.753   1425.53   12353.9   66.4036   
0.134547  11.7096   97965.1   774.368   100.491   906.453   1269.97   11946.3   70.3966   
0.193401  13.8295   87705.5   746.303   82.5489   940.425   1617.07   12237.5   171.37    
0.151     83.4629   92132.3   803.526   99.8011   998.35    1595.67   11527.4   100.294   
0.159593  206.224   96261.5   813.134   93.7806   997.275   1250.74   10088.5   117.921   
0.100805  12.8565   71846.8   805.964   86.1273   925.738   1594.17   12109.7   28.982    
0.163898  241.405   98313.7   761.91    101.714   915.021   1435.25   12683.8   113.224   
0.136823  4.00319   86811.9   780.204   97.6307   960.904   1305.59   10711.9   86.9621   
0.115577  3372.53   89222.5   784.775   87.4475   914.911   1509.11   11496.4   41.3552   
0.126727  568.883   93456.4   753.975   98.835    951.853   1330.29   11362.1   84.7742   
0.186269  247.71    88747     708.93    97.9259   825.592   1630.6    10120     78.301    
0.151599  98.0437   94310.8   746.603   91.0172   916.062   1302.76   11576.3   107.936   
0.19726   255.724   107657    795.925   110.205   957.215   1485.46   11174.8   146.926   
0.129028  22.5702   97125.2   808.944   86.7393   910.122   1480.16   10123.3   36.0702   
0.144841  20.0269   76791.3   746.227   75.8037   888.601   1389.65   12141.7   81.5003   
0.117785  36.7193   92439.4   818.977   97.2775   999.38    1544.43   12279.9   62.314    
0.115609  74.1906   98471.5   766.611   101.904   918.977   1592.9    9950.51   39.8591   
0.179632  52.2129   79560.5   732.686   92.9232   920.64    1281.78   9880.35   145.76    
0.199749  194.57    84758.9   765.873   86.0278   911.919   1522.58   12477.8   148.087   
0.194495  70.3419   91603.4   704.649   86.5436   872.86    1400.46   10683.6   151.014   
0.191729  1018.1    84269.8   730.345   74.2343   841.569   1500.26   10401.1   87.7579   
0.107765  59.6769   92990.8   810.972   84.6529   924.228   1329.38   12341.1   38.2056   
0.189468  160.25    92666.2   700.018   102.913   874.931   1342.13   11183.6   162.776   
0.145231  3889.1    91159.9   732.409   84.6721   887.217   1442.13   9577.54   67.5552   
0.145202  101.549   93830     774.264   96.2529   904.043   1173.77   10167.1   73.9985   
0.173015  483.58    74458.6   796.041   86.4423   898.634   1305.01   11611.2   84.8042   
0.129251  4581.36   80627.6   768.965   81.532    910.668   1121.3    10273.2   67.4722   
0.154653  650.579   88571.5   818.375   98.6251   1013.74   1145.65   12074.2   153.077   
0.142859  924.115   87259     786.211   74.8719   889.222   1426.24   10755.9   49.3635   
0.117143  937.803   87748.5   714.529   88.9501   868.312   1183.39   11147     62.0431   
0.136251  292.714   87115.5   807.859   81.69     974.365   1267.43   11601.4   88.1839   
0.177661  1124.3    95116.7   806.988   97.483    999.096   1398.96   10967.4   147.698   
0.14975   148.747   96220.8   732.662   90.9741   906.038   1649.06   9503.77   70.0497   
0.166945  79.3586   92366.9   726.702   90.9767   906.298   1201.58   11215     145.489   
0.195475  116.878   86084.2   713.837   80.9103   847.849   1352.77   12154.6   142.605   
0.179102  58.0138   77935.2   760.614   86.9575   889.509   1562.65   10946.3   90.3141   
0.136377  24.4717   89032.1   740.443   83.5485   937.515   1176.95   10505.2   102.252   
0.149237  31.5139   95124.5   765.834   82.5319   920.811   1435.73   12213.7   91.6819   
0.195194  148.296   99775.1   793.589   101.38    943.493   1648.28   11060.3   119.402   
0.170141  112.074   84729     715.253   85.782    865.389   1263.36   11531.7   123.393   
0.167124  308.6     98286.3   703.937   97.82     825.789   1252.48   12947.8   109.317   
0.183454  75.4797   95671.9   771.286   75.7957   909.388   1241.15   12239.3   142.116   
0.185606  4.86307   93081.7   814.104   90.5731   974.224   1314.98   12325.1   161.484   
0.136364  125.912   89704.3   769.392   88.1666   869.886   1365.53   12580.7   53.73     
0.186565  263.146   102107    803.09    97.7871   972.96    1276.29   10299.9   148.358   
0.171573  274.034   69154.6   739.635   99.3046   887.071   1220.68   9513.13   105.363   
0.155905  42.4893   89303.4   790.266   83.8365   960.616   1402      10470.5   96.5609   
0.145563  7.52742   82484.8   817.95    77.0563   961.113   1672.91   12786.6   72.538    
0.100472  382.177   73584.3   796.695   85.7037   990.075   1337.05   10985     50.1849   
0.197652  591.61    87640     717.095   83.1898   856.222   1480.04   11750.3   133.568   
0.195726  113.987   96667.2   718.321   94.1968   903.316   1338.6    10929.2   179.877   
0.113996  58.8691   84494.9   707.924   81.3634   855.552   1189.29   12948.4   65.2634   
